A,B,C,D,E,F,G,H,I,s
2,15,12,4,6,1,3,5,0,48
2,15,12,4,6,1,3,5,4,52
2,15,12,4,6,1,3,5,19,67
2,15,12,4,9,14,0,0,0,56
2,15,12,4,9,14,5,0,0,61
2,15,12,4,9,14,7,0,0,63
2,15,12,4,12,25,0,0,0,70
2,15,12,4,14,5,19,19,0,90
2,15,12,4,15,0,0,0,0,48
2,15,12,4,15,9,14,5,0,76
2,15,12,4,15,19,0,0,0,67
2,15,12,5,0,0,0,0,0,34
2,15,12,5,3,20,9,15,14,95
2,15,12,5,4,0,0,0,0,38
2,15,12,5,9,20,5,0,0,68
2,15,12,5,12,9,11,5,0,71
2,15,12,5,18,15,0,0,0,67
2,15,12,5,18,15,19,0,0,86
2,15,12,5,20,5,0,0,0,59
2,15,12,5,20,5,19,0,0,78
2,15,12,5,20,9,0,0,0,63
2,15,12,5,20,9,3,0,0,66
2,15,12,5,20,21,19,5,19,118
2,15,12,5,23,5,5,4,0,71
2,15,12,5,23,15,18,20,0,110
2,15,12,9,3,8,5,0,0,54
2,15,12,9,4,5,0,0,0,47
2,15,12,9,4,5,19,0,0,66
2,15,12,9,13,2,1,0,0,54
2,15,12,9,19,0,0,0,0,57
2,15,12,9,20,1,0,0,0,59
2,15,12,9,22,1,18,5,19,103
2,15,12,9,22,1,18,19,0,98
2,15,12,9,22,9,1,14,15,99
2,15,12,9,22,9,1,14,19,103
2,15,12,9,22,9,1,19,0,89
2,15,12,11,0,0,0,0,0,40
2,15,12,12,1,18,4,0,0,64
2,15,12,12,1,18,4,19,0,83
2,15,12,12,5,4,0,0,0,50
2,15,12,12,5,18,0,0,0,64
2,15,12,12,25,0,0,0,0,66
2,15,12,12,9,5,19,0,0,74
2,15,12,12,9,20,15,0,0,85
2,15,12,12,9,24,0,0,0,74
2,15,12,12,9,24,5,4,0,83
2,15,12,12,9,24,5,19,0,98
2,15,12,12,9,24,9,14,7,104
2,15,12,12,15,3,11,0,0,70
2,15,12,12,15,3,11,19,0,89
2,15,12,12,15,24,0,0,0,80
2,15,12,12,15,24,5,4,0,89
2,15,12,12,15,24,5,19,0,104
2,15,12,12,15,24,9,14,7,110
2,15,12,12,19,0,0,0,0,60
2,15,12,12,23,15,18,13,0,110
2,15,12,12,23,15,18,13,19,129
2,15,12,15,2,1,12,12,0,71
2,15,12,15,5,4,0,0,0,53
2,15,12,15,7,14,1,19,0,85
2,15,12,15,7,18,1,16,8,94
2,15,12,15,9,14,7,0,0,74
2,15,12,15,13,1,14,0,0,72
2,15,12,15,13,5,14,0,0,76
2,15,12,15,13,5,20,5,18,105
2,15,12,15,14,5,25,0,0,88
2,15,12,15,14,5,25,19,0,107
2,15,12,15,18,15,15,20,0,112
2,15,12,15,19,0,0,0,0,63
2,15,12,19,15,14,0,0,0,77
2,15,12,19,15,14,19,0,0,96
2,15,12,19,20,5,18,0,0,91
2,15,12,19,20,5,18,5,4,100
2,15,12,19,20,5,18,5,18,114
2,15,12,19,20,5,18,19,0,110
2,15,12,20,1,7,5,0,0,62
2,15,12,20,1,14,20,0,0,84
2,15,12,20,5,4,0,0,0,58
2,15,12,20,5,12,0,0,0,66
2,15,12,20,5,18,0,0,0,72
2,15,12,20,5,18,19,0,0,91
2,15,12,20,8,5,1,4,0,67
2,15,12,20,8,5,1,4,19,86
2,15,12,20,8,15,12,5,0,89
2,15,12,20,8,15,12,5,19,108
2,15,12,20,9,0,0,0,0,58
2,15,12,20,25,0,0,0,0,74
2,15,12,20,9,14,0,0,0,72
2,15,12,20,9,14,7,0,0,79
2,15,12,20,9,14,7,19,0,98
2,15,12,20,12,5,19,19,0,104
2,15,12,20,12,9,11,5,0,86
2,15,12,20,13,1,11,5,18,97
2,15,12,20,15,14,9,1,19,107
2,15,12,20,15,14,9,20,5,112
2,15,12,20,18,15,16,5,0,103
2,15,12,20,18,15,16,5,19,122
2,15,12,20,19,0,0,0,0,68
2,15,12,20,19,13,9,20,8,118
2,15,12,20,23,15,18,11,0,116
2,15,12,21,19,0,0,0,0,69
2,15,12,21,19,5,19,0,0,93
2,15,13,2,0,0,0,0,0,32
2,15,13,2,1,2,12,5,0,52
2,15,13,2,1,3,5,0,0,41
2,15,13,2,1,18,4,0,0,55
2,15,13,2,1,18,4,5,0,60
2,15,13,2,1,18,4,5,4,64
2,15,13,2,1,18,4,5,18,78
2,15,13,2,1,18,4,15,0,70
2,15,13,2,1,18,4,15,14,84
2,15,13,2,1,18,4,19,0,74
2,15,13,2,1,19,9,14,5,80
2,15,13,2,1,19,20,0,0,72
2,15,13,2,1,19,20,5,18,95
2,15,13,2,1,19,20,9,3,84
2,15,13,2,1,19,20,18,25,115
2,15,13,2,1,19,20,19,0,91
2,15,13,2,1,26,5,5,14,83
2,15,13,2,1,26,5,20,0,84
2,15,13,2,1,26,9,14,5,87
2,15,13,2,5,0,0,0,0,37
2,15,13,2,5,4,0,0,0,41
2,15,13,2,5,18,0,0,0,55
2,15,13,2,5,18,19,0,0,74
2,15,13,2,5,19,0,0,0,56
2,15,13,2,5,19,9,14,0,79
2,15,13,2,5,19,9,14,19,98
2,15,13,2,9,3,0,0,0,44
2,15,13,2,25,3,9,4,0,73
2,15,13,2,25,3,9,4,19,92
2,15,13,2,25,3,9,14,5,88
2,15,13,2,9,12,1,20,5,79
2,15,13,2,9,12,12,1,0,66
2,15,13,2,9,12,12,1,19,85
2,15,13,2,9,14,1,20,5,81
2,15,13,2,9,14,7,0,0,62
2,15,13,2,9,14,7,19,0,81
2,15,13,2,25,24,5,19,0,105
2,15,13,2,12,5,0,0,0,49
2,15,13,2,12,9,14,5,0,72
2,15,13,2,12,15,1,4,0,64
2,15,13,2,12,15,1,4,19,83
2,15,13,2,15,0,0,0,0,47
2,15,13,2,15,12,1,0,0,60
2,15,13,2,15,14,14,5,0,80
2,15,13,2,15,18,1,0,0,66
2,15,13,2,15,21,19,0,0,87
2,15,13,2,16,18,15,15,6,102
2,15,13,2,19,0,0,0,0,51
2,15,13,2,19,8,5,12,12,88
2,15,13,2,19,9,7,8,20,95
2,15,13,9,0,0,0,0,0,39
2,15,13,15,19,0,0,0,0,64
2,15,14,1,3,5,0,0,0,40
2,15,14,1,3,9,0,0,0,44
2,15,14,1,3,9,19,0,0,63
2,15,14,1,7,8,0,0,0,47
2,15,14,1,7,8,20,0,0,67
2,15,14,1,9,12,9,5,0,67
2,15,14,1,9,18,12,25,0,96
2,15,14,1,12,12,25,0,0,81
2,15,14,1,13,1,14,15,0,75
2,15,14,1,14,7,0,0,0,53
2,15,14,1,14,26,1,0,0,73
2,15,14,1,14,26,1,19,0,92
2,15,14,1,19,19,21,19,0,110
2,15,14,1,19,21,19,0,0,91
2,15,14,1,21,7,8,20,0,88
2,15,14,1,22,0,0,0,0,54
2,15,14,1,22,9,19,20,0,102
2,15,14,2,15,14,0,0,0,62
2,15,14,2,15,14,19,0,0,81
2,15,14,3,5,0,0,0,0,39
2,15,14,3,8,9,5,6,0,62
2,15,14,4,1,2,12,5,0,55
2,15,14,4,1,7,5,0,0,48
2,15,14,4,1,7,5,18,0,66
2,15,14,4,1,7,5,19,0,67
2,15,14,4,1,18,0,0,0,54
2,15,14,4,5,4,0,0,0,44
2,15,14,4,5,18,0,0,0,58
2,15,14,4,5,18,9,26,5,98
2,15,14,4,5,18,13,1,14,86
2,15,14,4,5,18,19,0,0,77
2,15,14,4,6,15,12,11,0,79
2,15,14,4,8,15,12,4,0,74
2,15,14,4,9,14,7,0,0,65
2,15,14,4,9,14,7,19,0,84
2,15,14,4,12,1,14,4,0,66
2,15,14,4,12,5,19,19,0,90
2,15,14,4,13,1,9,4,0,62
2,15,14,4,13,1,9,4,19,81
2,15,14,4,13,1,14,0,0,63
2,15,14,4,13,5,14,0,0,67
2,15,14,4,15,3,0,0,0,53
2,15,14,4,19,0,0,0,0,54
2,15,14,4,19,8,9,16,0,87
2,15,14,4,19,12,1,22,5,94
2,15,14,4,19,13,1,14,0,82
2,15,14,4,19,13,5,14,0,86
2,15,14,4,19,20,15,14,5,108
2,15,14,4,21,3,0,0,0,59
2,15,14,4,21,3,14,21,20,114
2,15,14,4,21,3,19,0,0,78
2,15,14,4,23,15,13,1,14,101
2,15,14,4,23,15,13,5,14,105
2,15,14,5,1,3,8,5,0,53
2,15,14,5,2,12,1,3,11,65
2,15,14,5,4,0,0,0,0,40
2,15,14,5,4,15,7,0,0,62
2,15,14,5,4,18,25,0,0,83
2,15,14,5,5,14,0,0,0,55
2,15,14,5,6,9,19,8,0,78
2,15,14,5,8,5,1,4,0,54
2,15,14,5,8,5,1,4,19,73
2,15,14,5,25,1,18,4,0,84
2,15,14,5,25,1,18,4,19,103
2,15,14,5,12,5,19,19,0,91
2,15,14,5,12,5,20,0,0,73
2,15,14,5,12,9,11,5,0,73
2,15,14,5,13,5,1,12,0,67
2,15,14,5,18,0,0,0,0,54
2,15,14,5,18,19,0,0,0,73
2,15,14,5,19,0,0,0,0,55
2,15,14,5,19,5,20,0,0,80
2,15,14,5,19,5,20,19,0,99
2,15,14,5,19,8,1,22,5,91
2,15,14,5,19,8,1,23,0,87
2,15,14,5,20,1,9,12,0,78
2,15,14,5,20,5,0,0,0,61
2,15,14,5,20,20,1,0,0,77
2,15,14,5,23,15,15,4,0,93
2,15,14,5,23,15,18,11,0,103
2,15,14,5,23,15,18,20,0,112
2,15,14,6,9,18,5,0,0,69
2,15,14,6,9,18,5,19,0,88
2,15,14,7,0,0,0,0,0,38
2,15,14,7,1,18,0,0,0,57
2,15,14,7,5,4,0,0,0,47
2,15,14,7,9,14,7,0,0,68
2,15,14,7,15,5,19,0,0,77
2,15,14,7,15,9,19,20,0,101
2,15,14,7,15,9,19,20,19,120
2,15,14,7,15,19,0,0,0,72
2,15,14,7,18,1,3,5,0,65
2,15,14,7,19,0,0,0,0,57
2,15,14,8,15,13,9,5,0,81
2,15,14,8,15,13,9,5,19,100
2,15,14,8,15,13,13,9,5,94
2,15,14,8,15,13,15,21,19,122
2,15,14,25,0,0,0,0,0,56
2,15,14,9,1,20,1,0,0,62
2,15,14,9,5,18,0,0,0,63
2,15,14,9,5,19,20,0,0,84
2,15,14,9,6,1,3,5,19,74
2,15,14,9,6,25,0,0,0,71
2,15,14,25,6,9,19,8,0,98
2,15,14,9,6,15,18,13,0,92
2,15,14,9,12,1,19,19,0,91
2,15,14,9,14,5,19,19,0,97
2,15,14,9,14,7,0,0,0,61
2,15,14,9,14,9,20,5,0,88
2,15,14,9,19,13,0,0,0,72
2,15,14,25,20,1,9,12,0,98
2,15,14,9,20,1,18,25,0,104
2,15,14,9,20,1,19,0,0,80
2,15,14,9,20,25,0,0,0,85
2,15,14,9,20,15,0,0,0,75
2,15,14,9,20,15,5,19,0,99
2,15,14,9,20,15,19,0,0,94
2,15,14,10,15,21,18,0,0,95
2,15,14,11,0,0,0,0,0,42
2,15,14,11,5,4,0,0,0,51
2,15,14,11,5,18,19,0,0,84
2,15,14,11,9,14,7,0,0,72
2,15,14,11,19,0,0,0,0,61
2,15,14,14,5,18,9,14,7,98
2,15,14,14,5,20,5,4,0,79
2,15,14,14,5,20,5,18,0,93
2,15,14,14,5,20,9,14,7,100
2,15,14,14,5,20,13,1,14,98
2,15,14,14,5,20,13,5,14,102
2,15,14,14,5,20,19,0,0,89
2,15,14,14,9,2,5,12,0,73
2,15,14,14,9,5,18,0,0,77
2,15,14,14,9,5,19,20,0,98
2,15,14,14,25,9,19,8,0,106
2,15,14,14,9,12,25,0,0,91
2,15,14,14,9,14,5,19,19,111
2,15,14,14,9,22,5,0,0,81
2,15,14,14,25,22,9,19,0,120
2,15,14,14,14,5,0,0,0,64
2,15,14,14,14,5,19,0,0,83
2,15,14,14,15,3,11,0,0,74
2,15,14,14,15,3,11,19,0,93
2,15,14,14,23,9,19,0,0,96
2,15,14,15,18,21,13,0,0,98
2,15,14,15,19,0,0,0,0,65
2,15,14,19,0,0,0,0,0,50
2,15,14,19,1,9,0,0,0,60
2,15,14,19,5,12,1,0,0,68
2,15,14,19,5,18,0,0,0,73
2,15,14,19,15,9,18,0,0,92
2,15,14,19,16,5,12,12,0,95
2,15,14,19,16,5,12,12,19,114
2,15,14,19,16,9,5,12,0,92
2,15,14,19,16,9,5,12,19,111
2,15,14,20,5,2,15,11,0,84
2,15,14,20,5,2,15,11,19,103
2,15,14,20,5,2,21,3,11,93
2,15,14,20,5,5,0,0,0,61
2,15,14,21,13,0,0,0,0,65
2,15,14,21,19,0,0,0,0,71
2,15,14,21,19,5,19,0,0,95
2,15,14,24,9,5,0,0,0,69
2,15,14,26,5,0,0,0,0,62
2,15,14,26,5,18,0,0,0,80
2,15,14,26,5,18,25,0,0,105
2,15,14,26,5,19,0,0,0,81
2,15,14,26,9,1,14,0,0,81
2,15,15,0,0,0,0,0,0,32
2,15,15,2,0,0,0,0,0,34
2,15,15,2,5,4,0,0,0,43
2,15,15,2,5,18,25,0,0,82
2,15,15,2,25,0,0,0,0,59
2,15,15,2,9,1,12,12,1,69
2,15,15,2,25,1,12,12,1,85
2,15,15,2,9,5,0,0,0,48
2,15,15,2,9,5,19,0,0,67
2,15,15,2,25,9,19,8,0,95
2,15,15,2,25,9,19,13,0,100
2,15,15,2,9,12,25,0,0,80
2,15,15,2,9,14,7,0,0,64
2,15,15,2,9,19,8,0,0,70
2,15,15,2,15,9,19,9,5,91
2,15,15,2,15,15,0,0,0,64
2,15,15,2,15,15,11,0,0,75
2,15,15,2,15,15,19,0,0,83
2,15,15,2,19,0,0,0,0,53
2,15,15,4,0,0,0,0,0,36
2,15,15,4,8,0,0,0,0,44
2,15,15,4,9,5,0,0,0,50
2,15,15,4,12,5,0,0,0,53
2,15,15,4,12,5,4,0,0,57
2,15,15,4,12,5,4,15,13,85
2,15,15,4,12,5,9,19,13,94
2,15,15,4,12,5,9,26,5,93
2,15,15,4,12,5,18,0,0,71
2,15,15,4,12,5,18,19,0,90
2,15,15,4,12,5,19,0,0,72
2,15,15,4,12,9,14,7,0,78
2,15,15,5,4,0,0,0,0,41
2,15,15,6,0,0,0,0,0,38
2,15,15,7,1,12,15,15,0,82
2,15,15,7,5,25,13,1,14,97
2,15,15,7,5,25,13,5,14,101
2,15,15,7,5,18,0,0,0,62
2,15,15,7,5,18,13,1,14,90
2,15,15,7,5,18,19,0,0,81
2,15,15,7,25,0,0,0,0,64
2,15,15,7,9,5,0,0,0,53
2,15,15,7,9,5,4,0,0,57
2,15,15,7,9,5,19,0,0,72
2,15,15,7,25,9,14,7,0,94
2,15,15,7,25,13,1,14,0,92
2,15,15,7,25,13,5,14,0,96
2,15,15,7,21,13,0,0,0,73
2,15,15,8,15,15,0,0,0,70
2,15,15,8,15,15,5,4,0,79
2,15,15,8,15,15,9,14,7,100
2,15,15,8,15,15,19,0,0,89
2,15,15,9,14,7,0,0,0,62
2,15,15,10,21,13,0,0,0,76
2,15,15,11,1,2,12,5,0,63
2,15,15,11,2,9,14,4,0,72
2,15,15,11,2,15,1,18,4,83
2,15,15,11,3,1,19,5,0,71
2,15,15,11,3,1,19,5,19,90
2,15,15,11,3,18,1,6,20,91
2,15,15,11,4,15,13,0,0,75
2,15,15,11,5,4,0,0,0,52
2,15,15,11,5,14,4,0,0,66
2,15,15,11,5,14,4,19,0,85
2,15,15,11,5,18,25,0,0,91
2,15,15,11,5,18,19,0,0,85
2,15,15,11,6,1,9,18,0,77
2,15,15,11,6,15,12,4,0,80
2,15,15,11,6,21,12,0,0,82
2,15,15,11,6,21,12,19,0,101
2,15,15,11,8,15,15,4,0,85
2,15,15,11,25,0,0,0,0,68
2,15,15,11,9,5,0,0,0,57
2,15,15,11,9,5,19,0,0,76
2,15,15,11,9,14,5,19,19,109
2,15,15,11,9,14,7,0,0,73
2,15,15,11,9,14,7,19,0,92
2,15,15,11,9,19,8,0,0,79
2,15,15,11,9,19,8,12,25,116
2,15,15,11,9,19,13,0,0,84
2,15,15,11,9,20,0,0,0,72
2,15,15,11,11,5,5,16,0,80
2,15,15,11,11,5,5,16,19,99
2,15,15,11,12,1,14,4,0,74
2,15,15,11,12,5,1,18,0,79
2,15,15,11,12,5,19,19,0,98
2,15,15,11,12,5,20,0,0,80
2,15,15,11,12,5,20,19,0,99
2,15,15,11,12,9,3,5,0,72
2,15,15,11,12,9,6,20,0,90
2,15,15,11,12,9,11,5,0,80
2,15,15,11,12,9,14,7,0,85
2,15,15,11,12,9,19,20,19,122
2,15,15,11,12,15,18,5,0,93
2,15,15,11,12,15,18,5,19,112
2,15,15,11,12,15,21,19,5,115
2,15,15,11,12,15,22,5,18,115
2,15,15,11,13,1,11,5,18,91
2,15,15,11,13,1,18,11,0,86
2,15,15,11,13,1,18,11,19,105
2,15,15,11,13,1,20,5,0,82
2,15,15,11,13,5,14,0,0,75
2,15,15,11,16,12,1,20,5,97
2,15,15,11,16,18,5,19,19,120
2,15,15,11,18,1,3,11,0,76
2,15,15,11,18,1,3,11,19,95
2,15,15,11,18,5,19,20,0,105
2,15,15,11,18,5,19,20,19,124
2,15,15,11,18,15,15,13,0,104
2,15,15,11,19,0,0,0,0,62
2,15,15,11,19,8,5,12,6,93
2,15,15,11,19,8,15,16,0,101
2,15,15,11,19,8,15,16,19,120
2,15,15,11,19,25,0,0,0,87
2,15,15,11,19,20,1,3,11,97
2,15,15,11,19,20,1,12,12,107
2,15,15,11,19,20,1,14,4,101
2,15,15,11,19,20,15,18,5,120
2,15,15,11,23,1,25,19,0,111
2,15,15,11,23,1,18,4,0,89
2,15,15,11,23,1,18,4,19,108
2,15,15,11,23,9,19,5,0,99
2,15,15,11,23,15,18,11,0,110
2,15,15,11,23,15,18,13,0,112
2,15,15,11,23,15,18,13,19,131
2,15,15,12,0,0,0,0,0,44
2,15,15,12,5,1,14,0,0,64
2,15,15,12,5,1,14,19,0,83
2,15,15,12,5,25,0,0,0,74
2,15,15,12,5,25,19,0,0,93
2,15,15,12,25,0,0,0,0,69
2,15,15,12,25,1,0,0,0,70
2,15,15,12,9,5,19,0,0,77
2,15,15,13,0,0,0,0,0,45
2,15,15,13,1,2,12,5,0,65
2,15,15,13,1,7,5,0,0,58
2,15,15,13,1,8,0,0,0,54
2,15,15,13,2,15,1,20,0,83
2,15,15,13,2,15,24,0,0,86
2,15,15,13,2,15,24,5,19,110
2,15,15,13,4,1,19,0,0,69
2,15,15,13,5,4,0,0,0,54
2,15,15,13,5,18,1,14,7,90
2,15,15,13,5,18,19,0,0,87
2,15,15,13,25,0,0,0,0,70
2,15,15,13,9,5,18,0,0,77
2,15,15,13,9,5,19,20,0,98
2,15,15,13,9,14,5,19,19,111
2,15,15,13,9,14,7,0,0,75
2,15,15,13,9,14,7,12,25,112
2,15,15,13,11,9,14,0,0,79
2,15,15,13,11,9,14,19,0,98
2,15,15,13,12,5,19,19,0,100
2,15,15,13,12,5,20,0,0,82
2,15,15,13,12,5,20,19,0,101
2,15,15,13,15,18,1,8,0,87
2,15,15,13,19,0,0,0,0,64
2,15,15,13,19,12,1,14,7,98
2,15,15,13,19,20,5,18,0,107
2,15,15,13,20,15,23,14,0,117
2,15,15,13,20,15,23,14,19,136
2,15,15,14,0,0,0,0,0,46
2,15,15,14,4,15,3,11,0,79
2,15,15,14,4,15,3,11,19,98
2,15,15,14,7,0,0,0,0,53
2,15,15,14,7,1,18,25,0,97
2,15,15,14,9,5,19,0,0,79
2,15,15,14,11,0,0,0,0,57
2,15,15,14,12,5,19,19,0,101
2,15,15,14,19,0,0,0,0,65
2,15,15,16,9,3,0,0,0,60
2,15,15,16,9,19,0,0,0,76
2,15,15,18,4,12,25,0,0,91
2,15,15,18,7,1,0,0,0,58
2,15,15,18,9,19,8,0,0,86
2,15,15,18,9,19,8,12,25,123
2,15,15,18,19,0,0,0,0,69
2,15,15,18,20,0,0,0,0,70
2,15,15,19,0,0,0,0,0,51
2,15,15,19,5,0,0,0,0,56
2,15,15,19,25,0,0,0,0,76
2,15,15,19,9,5,19,0,0,84
2,15,15,19,20,0,0,0,0,71
2,15,15,19,20,5,4,0,0,80
2,15,15,19,20,5,18,0,0,94
2,15,15,19,20,5,18,19,0,113
2,15,15,19,20,9,14,7,0,101
2,15,15,19,20,19,0,0,0,90
2,15,15,20,1,2,12,5,0,72
2,15,15,20,2,12,1,3,11,81
2,15,15,20,2,15,25,0,0,94
2,15,15,20,5,4,0,0,0,61
2,15,15,20,5,5,0,0,0,62
2,15,15,20,5,5,19,0,0,81
2,15,15,20,5,18,0,0,0,75
2,15,15,20,5,18,25,0,0,100
2,15,15,20,5,18,9,5,19,108
2,15,15,20,6,21,12,0,0,91
2,15,15,20,8,1,7,5,0,73
2,15,15,20,8,1,12,5,0,78
2,15,15,20,8,5,5,12,0,82
2,15,15,20,8,5,18,0,0,83
2,15,15,20,8,5,19,0,0,84
2,15,15,20,8,9,20,5,0,94
2,15,15,20,8,15,19,5,0,99
2,15,15,20,8,19,0,0,0,79
2,15,15,20,25,0,0,0,0,77
2,15,15,20,9,5,0,0,0,66
2,15,15,20,9,5,4,0,0,70
2,15,15,20,9,5,19,0,0,85
2,15,15,20,9,11,9,14,0,95
2,15,15,20,9,11,9,14,19,114
2,15,15,20,25,12,5,19,19,132
2,15,15,20,9,14,7,0,0,82
2,15,15,20,10,1,3,11,0,77
2,15,15,20,10,1,3,11,19,96
2,15,15,20,12,1,3,5,0,73
2,15,15,20,12,1,3,5,19,92
2,15,15,20,12,5,7,0,0,76
2,15,15,20,12,5,7,5,18,99
2,15,15,20,12,5,7,19,0,95
2,15,15,20,12,5,19,19,0,107
2,15,15,20,12,9,3,11,0,87
2,15,15,20,12,9,3,11,19,106
2,15,15,20,13,1,11,5,18,100
2,15,15,20,13,1,14,0,0,80
2,15,15,20,16,18,9,14,20,129
2,15,15,20,19,20,18,1,16,126
2,15,15,20,20,15,16,0,0,103
2,15,15,26,5,4,0,0,0,67
2,15,15,26,5,18,0,0,0,81
2,15,15,26,5,18,19,0,0,100
2,15,15,26,5,19,0,0,0,82
2,15,15,26,25,0,0,0,0,83
2,15,15,26,9,5,18,0,0,90
2,15,15,26,9,5,19,20,0,111
2,15,15,26,9,6,25,0,0,98
2,15,15,26,9,12,25,0,0,104
2,15,15,26,9,14,5,19,19,124
2,15,15,26,9,14,7,0,0,88
2,15,16,25,18,9,4,0,0,89
2,15,16,16,5,4,0,0,0,58
2,15,16,16,5,18,0,0,0,72
2,15,16,16,5,18,19,0,0,91
2,15,16,16,9,14,7,0,0,79
2,15,16,16,9,19,20,0,0,97
2,15,16,19,0,0,0,0,0,52
2,15,16,19,20,5,18,0,0,95
2,15,18,1,2,12,5,0,0,55
2,15,18,1,3,5,19,0,0,63
2,15,18,1,3,8,9,15,0,71
2,15,18,1,3,9,3,0,0,51
2,15,18,1,3,9,20,5,0,73
2,15,18,1,3,9,20,5,19,92
2,15,18,1,3,9,21,13,0,82
2,15,18,1,3,15,21,19,0,94
2,15,18,1,7,5,0,0,0,48
2,15,18,1,7,5,19,0,0,67
2,15,18,1,12,0,0,0,0,48
2,15,18,1,12,19,0,0,0,67
2,15,18,1,14,5,0,0,0,55
2,15,18,1,14,5,19,0,0,74
2,15,18,1,19,0,0,0,0,55
2,15,18,1,19,3,1,0,0,59
2,15,18,1,19,3,15,0,0,73
2,15,18,1,19,17,21,5,0,98
2,15,18,1,20,5,0,0,0,61
2,15,18,1,20,5,4,0,0,65
2,15,18,1,20,5,19,0,0,80
2,15,18,1,20,9,14,7,0,86
2,15,18,1,24,0,0,0,0,60
2,15,18,1,24,5,19,0,0,84
2,15,18,1,26,15,14,0,0,91
2,15,18,1,26,15,14,19,0,110
2,15,18,2,15,18,25,7,13,115
2,15,18,4,1,7,5,0,0,52
2,15,18,4,1,18,0,0,0,58
2,15,18,4,1,18,9,21,19,107
2,15,18,4,5,12,0,0,0,56
2,15,18,4,5,12,12,15,0,83
2,15,18,4,5,12,12,15,19,102
2,15,18,4,5,12,19,0,0,75
2,15,18,4,5,18,5,1,21,89
2,15,18,4,5,18,5,4,0,71
2,15,18,4,5,18,5,18,0,85
2,15,18,4,5,18,5,18,19,104
2,15,18,4,5,18,9,14,7,92
2,15,18,4,5,18,9,19,13,103
2,15,18,4,5,18,19,0,0,81
2,15,18,4,13,1,14,0,0,67
2,15,18,4,18,1,7,0,0,65
2,15,18,4,18,1,7,5,0,70
2,15,18,4,18,15,15,13,0,100
2,15,18,4,21,14,0,0,0,74
2,15,18,4,21,18,5,0,0,83
2,15,18,4,21,18,5,4,0,87
2,15,18,4,21,18,5,19,0,102
2,15,18,5,1,2,12,5,0,60
2,15,18,5,1,4,0,0,0,45
2,15,18,5,1,14,0,0,0,55
2,15,18,5,3,15,12,5,0,75
2,15,18,5,3,15,12,5,19,94
2,15,18,5,4,0,0,0,0,44
2,15,18,5,4,14,5,19,19,101
2,15,18,5,4,15,13,0,0,72
2,15,18,5,4,15,13,19,0,91
2,15,18,5,5,0,0,0,0,45
2,15,18,5,5,14,0,0,0,59
2,15,18,5,5,14,19,0,0,78
2,15,18,5,7,1,20,0,0,68
2,15,18,5,8,15,12,5,0,80
2,15,18,5,8,15,12,5,19,99
2,15,18,5,9,19,13,0,0,81
2,15,18,5,12,5,0,0,0,57
2,15,18,5,18,19,0,0,0,77
2,15,18,5,19,9,7,8,20,103
2,15,18,5,19,15,13,5,0,92
2,15,18,7,8,0,0,0,0,50
2,15,18,7,8,9,0,0,0,59
2,15,18,8,0,0,0,0,0,43
2,15,18,9,3,0,0,0,0,47
2,15,18,9,3,11,9,20,5,92
2,15,18,9,4,0,0,0,0,48
2,15,18,9,4,5,0,0,0,53
2,15,18,9,4,5,19,0,0,72
2,15,18,25,12,0,0,0,0,72
2,15,18,9,14,5,0,0,0,63
2,15,18,9,14,7,12,25,0,102
2,15,18,9,14,7,19,0,0,84
2,15,18,9,19,8,0,0,0,71
2,15,18,9,19,13,0,0,0,76
2,15,18,9,20,8,0,0,0,72
2,15,18,9,20,25,0,0,0,89
2,15,18,9,20,9,5,19,0,97
2,15,18,9,26,5,0,0,0,75
2,15,18,12,5,25,0,0,0,77
2,15,18,14,1,14,0,0,0,64
2,15,18,14,1,14,5,0,0,69
2,15,18,14,5,0,0,0,0,54
2,15,18,14,5,15,12,0,0,81
2,15,18,14,5,15,12,19,0,100
2,15,18,14,25,12,0,0,0,86
2,15,18,14,9,14,7,0,0,79
2,15,18,14,9,20,5,0,0,83
2,15,18,14,9,20,5,19,0,102
2,15,18,14,9,20,9,3,0,90
2,15,18,15,14,0,0,0,0,64
2,15,18,15,14,9,3,0,0,76
2,15,18,15,14,19,0,0,0,83
2,15,18,15,21,7,8,0,0,86
2,15,18,15,21,7,8,19,0,105
2,15,18,18,1,3,8,1,0,66
2,15,18,18,1,3,8,9,15,89
2,15,18,18,1,19,3,1,0,77
2,15,18,18,5,12,0,0,0,70
2,15,18,18,15,23,5,4,0,100
2,15,18,18,15,23,5,18,0,114
2,15,18,18,15,23,5,18,19,133
2,15,18,18,15,23,9,14,7,121
2,15,18,18,15,23,19,0,0,110
2,15,18,19,3,8,0,0,0,65
2,15,18,19,3,8,5,19,0,89
2,15,18,19,3,8,20,0,0,85
2,15,18,19,3,8,20,19,0,104
2,15,18,19,8,20,0,0,0,82
2,15,18,19,8,20,19,0,0,101
2,15,18,19,20,1,12,0,0,87
2,15,18,19,20,1,12,12,0,99
2,15,18,19,20,1,12,19,0,106
2,15,18,20,0,0,0,0,0,55
2,15,18,20,25,0,0,0,0,80
2,15,18,20,19,0,0,0,0,74
2,15,18,20,19,3,8,0,0,85
2,15,18,20,26,5,19,0,0,105
2,15,18,23,15,18,20,0,0,111
2,15,18,26,15,9,0,0,0,85
2,15,18,26,15,9,19,0,0,104
2,15,19,3,1,7,5,0,0,52
2,15,19,3,1,7,5,19,0,71
